trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,115338.87289999984,4135.072300035972,False,15000.0,,True,True,inf,True,32,tabibu,doctor,0.3
2,121829.26020002924,1159.6604000078514,False,6103.186897481579,docttor,False,True,2052.5934487407894,True,32,tabibu,doctor,0.3
3,126743.77470003674,7297.9614999494515,False,15000.0,,True,True,inf,True,36,bustani,garden,0.3
4,136389.9442999973,1030.639800010249,False,6545.630208792755,gardan,False,True,2273.8151043963776,True,36,bustani,garden,0.3
5,142270.5552999978,4954.063599987421,False,15000.0,,True,True,inf,True,1,jicho,eye,0.3
6,149565.64929999877,3755.6342000025325,False,15000.0,,True,True,inf,True,18,baba,father,0.3
7,155662.52820001682,1313.4940000018105,True,5954.954795994076,eye,False,True,2477.977397997038,True,1,jicho,eye,0.3
8,160328.33450002363,1328.9494999917224,True,6677.4929503241165,father,False,True,2339.7464751620582,True,18,baba,father,0.3
9,165258.55389999924,4330.8644000208005,False,15000.0,,True,True,inf,True,27,basi,bus,0.3
10,171939.59530000575,inf,False,6810.494183145648,,False,False,2406.247091572824,True,32,tabibu,doctor,0.349609375
11,181134.60150000174,3636.820000014268,True,6183.085543250083,bus,False,True,2592.0427716250415,True,27,basi,bus,0.3
12,188032.98780001933,2025.5935000022873,False,6792.953845441382,doctor,False,True,2397.476922720691,True,36,bustani,garden,0.349609375
13,193862.1157000307,4511.945899983402,False,15000.0,,True,True,inf,True,66,dunia,world,0.3
14,200725.92160000931,4175.526899984106,False,15000.0,,True,True,inf,True,69,maumiva,pain,0.3
15,207240.7767000259,1468.6918999650516,False,6619.6553708760375,worl,False,True,2477.3276854380188,True,66,dunia,world,0.3
16,211888.37310002418,2443.9677000045776,True,6056.372392535087,pain,False,True,2362.1861962675434,True,69,maumiva,pain,0.3
17,217834.84189998126,1229.0021000080742,True,6008.8071094032175,eye,False,True,2504.9035547016088,True,1,jicho,eye,0.250390625
18,222198.53200000944,1862.3066999716684,True,7028.112073031702,father,False,True,2515.056036515851,True,18,baba,father,0.250390625
19,227380.07920002565,1157.0490999729373,False,7086.946762404482,garden,False,True,2544.473381202241,True,32,tabibu,doctor,0.39921874999999996
