trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,136595.2033000067,5208.0929999938235,False,15000.0,,True,True,inf,True,39,chakula,food,0.3
2,144130.36199996714,1080.934800032992,True,5597.70672884033,food,False,True,2132.853364420165,True,39,chakula,food,0.3
3,148657.3597000097,3385.9206999768503,False,15000.0,,True,True,inf,True,14,saduku,box,0.3
4,154366.65260000154,500.67649997072294,True,4971.909532856852,box,False,True,1986.454766428426,True,14,saduku,box,0.3
5,158826.70129998587,3424.5835000183433,False,15000.0,,True,True,inf,True,31,kijana,boy,0.3
6,164578.38129997253,5192.853800021112,False,15000.0,,True,True,inf,True,17,samaki,fish,0.3
7,172099.3267999729,1495.9905000287108,True,5943.272387112349,boy,False,True,2472.1361935561745,True,31,kijana,boy,0.3
8,178573.9162999671,1323.7508999882266,True,6345.944285863151,fish,False,True,2506.9721429315755,True,17,samaki,fish,0.3
9,183372.71109997528,3926.493400009349,False,15000.0,,True,True,inf,True,7,jiwe,stone,0.3
10,189626.65099999867,6030.018499994185,False,5990.146066821613,,False,False,2329.0730334108066,True,39,chakula,food,0.349609375
11,198002.6112999767,2997.955900034867,False,6738.036115738493,fish,False,True,2536.5180578692466,True,7,jiwe,stone,0.3
12,203942.1391999931,2940.9801000147127,False,5819.3655499815295,food,False,True,2410.1827749907648,True,14,saduku,box,0.349609375
13,209826.21779997135,48208.903199993074,False,15000.0,,True,True,inf,True,8,rangi,color,0.3
14,260365.71280000499,3629.3279999517836,False,6528.159267128436,fish,False,True,2764.579633564218,True,31,kijana,boy,0.349609375
15,267305.3635999677,2449.673500028439,True,9008.46468215038,color,False,True,3671.7323410751897,True,8,rangi,color,0.3
16,273123.3753999695,3663.6149000260048,True,6970.598017911537,food,False,True,2819.2990089557684,True,39,chakula,food,0.39921874999999996
17,280226.6879999661,1704.3131000245921,True,7079.332401078162,fish,False,True,2873.666200539081,True,17,samaki,fish,0.250390625
18,285341.4508999558,2213.5748000000603,False,6661.71260920715,boy,False,True,2831.356304603575,True,14,saduku,box,0.39921874999999996
19,292844.5476999623,1374.4983000215143,False,7291.510174126498,boy,False,True,2813.255087063249,True,7,jiwe,stone,0.349609375
20,297862.44279996026,2588.544500002172,True,6035.143607928253,food,False,True,2351.5718039641265,True,39,chakula,food,0.423828125
21,303813.79919999745,2197.9028999921866,True,5932.4286575465985,boy,False,True,2466.7143287732993,True,31,kijana,boy,0.32499999999999996
22,309347.5408999948,3507.0623999927193,False,5680.961065563893,food,False,True,2340.9805327819463,True,14,saduku,box,0.425390625
23,315796.19129997445,1038.9387999894097,True,6423.768724881817,color,False,True,2379.3843624409087,True,8,rangi,color,0.250390625
24,320001.9316999824,11961.055900028441,False,15000.0,,True,True,inf,True,37,kisu,knife,0.3
25,334286.6347999661,3164.319500036072,False,6571.3281257289045,box,False,True,2453.1640628644523,True,7,jiwe,stone,0.39921874999999996
26,340765.0009999634,2237.9097000230104,False,7233.410394543796,fish,False,True,2784.205197271898,True,37,kisu,knife,0.3
27,346395.4330999986,1295.4932000138797,True,6438.534335112985,food,False,True,2553.2671675564925,True,39,chakula,food,0.41171875
28,350728.7958000088,4016.5169999818318,False,5936.552873073056,stone,False,True,2468.776436536528,True,14,saduku,box,0.42656250000000007
29,357953.0503999558,11433.862400008366,False,15000.0,,True,True,inf,True,56,wimbo,song,0.3
30,371715.17559996573,1835.8462000032887,False,6583.729585582179,boy,False,True,2459.3647927910897,True,7,jiwe,stone,0.4488281249999999
31,377892.6199999987,1950.2476999768987,True,6840.454048183485,song,False,True,2754.2270240917424,True,56,wimbo,song,0.3
32,382995.1921000029,3151.6990999807604,False,15000.0,,True,True,inf,True,41,tumbili,monkey,0.3
33,388473.7229999737,1616.7312000179663,True,6004.187361974791,stone,False,True,2169.5936809873956,True,7,jiwe,stone,0.44843749999999993
34,393534.34469999047,1284.4767000060529,True,6651.887604203437,monkey,False,True,2326.9438021017186,True,41,tumbili,monkey,0.3
35,398504.84740000684,3221.412299957592,False,6547.416802742375,fish,False,True,2441.2084013711874,True,37,kisu,knife,0.349609375
36,404692.4013000098,2950.373599946033,False,5858.748481058459,stone,False,True,2429.8742405292296,True,14,saduku,box,0.42851562500000007
37,410747.3658999661,2535.6188000296243,False,15000.0,,True,True,inf,True,71,maziwa,milk,0.3
