trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,248260.68399999713,1810.8935000018391,False,15000.0,,True,True,inf,True,15,askari,police,0.3
2,252427.76129999766,1075.9692000028735,True,5666.876861170668,police,False,True,1834.4384305853341,True,15,askari,police,0.3
3,257158.04139999818,1540.2925000016694,False,15000.0,,True,True,inf,True,49,kuku,chicken,0.3
4,261039.61029999846,1234.7487000006658,True,5935.22313017835,chicken,False,True,1802.1115650891752,True,49,kuku,chicken,0.3
5,265506.6698999981,3631.404300002032,False,15000.0,,True,True,inf,True,68,elimu,science,0.3
6,271478.492299997,2898.1500000008964,False,15000.0,,True,True,inf,True,22,kazi,work,0.3
7,276724.16389999853,inf,True,7061.463126102,science,False,True,2365.231563051,True,68,elimu,science,0.3
8,283666.352799999,1576.566499999899,True,6166.559485795508,work,False,True,2417.279742897754,True,22,kazi,work,0.3
9,288759.7844999982,5056.1225000019185,False,15000.0,,True,True,inf,True,31,kijana,boy,0.3
10,296159.0333999993,6206.789600000775,False,6702.978540586086,poli,False,False,2352.489270293043,True,15,askari,police,0.349609375
11,305341.7165999999,1416.7311999990488,True,6243.302887793196,boy,False,True,2622.151443896598,True,31,kijana,boy,0.3
12,310061.5249000002,1438.1615999991773,True,7215.337456761344,chicken,False,True,2442.168728380672,True,49,kuku,chicken,0.250390625
13,317129.5231999975,2212.612300001667,False,15000.0,,True,True,inf,True,10,kamba,rope,0.3
14,321676.28440000047,2014.1153999975068,False,15000.0,,True,True,inf,True,62,dubu,bear,0.3
15,326029.1101999974,1498.1179000023985,True,5785.372126321962,rope,False,True,2226.686063160981,True,10,kamba,rope,0.3
16,330605.71089999937,1123.190300000715,True,5789.243587517692,bear,False,True,2228.621793758846,True,62,dubu,bear,0.3
17,335076.8924999975,1559.3528999997652,True,7273.721581672167,science,False,True,2471.3607908360837,True,68,elimu,science,0.250390625
18,339988.2620999997,6262.64749999973,False,6216.888418088189,,False,False,2442.4442090440944,True,22,kazi,work,0.349609375
19,348667.55759999796,1573.5647000001045,True,7038.373022162685,police,False,True,2520.1865110813424,True,15,askari,police,0.30000000000000004
20,353522.68859999825,3026.9561000022804,False,15000.0,,True,True,inf,True,16,kaputula,pants,0.3
21,358887.19399999897,1693.8934999998892,True,5793.89439908311,boy,False,True,2397.447199541555,True,31,kijana,boy,0.250390625
22,363761.81069999805,1420.9240000018035,True,6283.914919261977,pants,False,True,2309.4574596309885,True,16,kaputula,pants,0.3
23,368406.78379999736,2461.6271000013803,False,15000.0,,True,True,inf,True,60,duara,wheel,0.3
24,373216.04659999866,3794.781000000483,False,6016.871497877528,,False,True,2342.435748938764,True,10,kamba,rope,0.349609375
25,379381.862299997,2600.246600002749,False,6368.47967106055,,False,True,2351.739835530275,True,60,duara,wheel,0.3
26,384357.46669999935,2921.522199998435,False,6191.706585418734,,False,True,2429.853292709367,True,62,dubu,bear,0.349609375
27,389639.0159999974,3675.806300001568,False,6248.140287919653,,False,True,2458.0701439598265,True,22,kazi,work,0.39921874999999996
28,395670.65720000025,3148.047899998375,False,15000.0,,True,True,inf,True,26,siri,secret,0.3
29,401150.97519999836,2837.781199999852,False,15000.0,,True,True,inf,True,59,wingu,cloud,0.3
30,406332.63409999927,inf,True,6666.003490024971,secret,False,True,2334.0017450124856,True,26,siri,secret,0.3
31,414336.0184999983,1308.1249999995925,True,6600.652473004379,cloud,False,True,2467.8262365021897,True,59,wingu,cloud,0.3
32,420677.1093999996,2030.3495999978622,True,6584.920464610352,pants,False,True,2459.960232305176,True,16,kaputula,pants,0.250390625
33,425948.6803999971,2281.600000002072,False,6299.309865870552,,False,True,2483.654932935276,True,10,kamba,rope,0.39921874999999996
34,430607.006299997,3147.2273000036366,False,6343.8105291200445,,False,True,2505.9052645600223,True,22,kazi,work,0.4488281249999999
35,436125.5891000001,1632.521399998921,True,6315.689165579513,bear,False,True,2491.8445827897567,True,62,dubu,bear,0.30000000000000004
36,440858.14549999847,1748.9444999992265,False,6683.377430277135,,False,True,2509.1887151385677,True,60,duara,wheel,0.349609375
37,444971.31179999997,2026.9998000003397,False,15000.0,,True,True,inf,True,35,tofaa,apple,0.3
38,449330.3639000005,1663.2350999970804,True,5813.69175194192,work,False,True,2240.84587597096,True,22,kazi,work,0.42421874999999987
39,453929.0552999992,1171.0978999980725,True,6125.909149435008,apple,False,True,2230.454574717504,True,35,tofaa,apple,0.3
