trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
11,619265.5519000255,1699.4198999600485,False,7217.935675369772,bed,False,True,2609.967837684886,True,32,tabibu,doctor,0.3
12,623746.2126000319,inf,False,7412.7362352576565,bed,False,True,2374.3681176288283,True,45,chanjo,scissors,0.349609375
13,631459.2125000199,3736.15010001231,False,15000.0,,True,True,inf,True,73,mbwa,dog,0.3
14,637540.3236000566,3916.363399941474,False,15000.0,,True,True,inf,True,26,siri,secret,0.3
15,643804.1226000059,1326.385600026697,True,5849.8558226552705,dog,False,True,2425.4279113276352,True,73,mbwa,dog,0.3
16,647901.4242000412,1145.2293000184,True,6631.218613404415,secret,False,True,2316.6093067022075,True,26,siri,secret,0.3
17,652516.2940999726,1636.4590000594035,True,8579.275385001041,grandmother,False,True,2458.137692500521,True,33,bibi,grandmother,0.250390625
18,658047.7990000509,2488.0928000202402,True,5940.706066341608,bed,False,True,2470.853033170804,True,40,kitanda,bed,0.301171875
19,663328.4944000188,2212.1804000344127,True,7000.475010086861,friend,False,True,2501.2375050434307,True,5,rafiki,friend,0.32499999999999996
20,668742.1516000759,2778.1090999487787,False,7455.942315129771,doctor,False,True,2395.9711575648853,True,45,chanjo,scissors,0.39921874999999996
21,674757.1674999781,2027.3814999964088,True,6839.569026112066,doctor,False,True,2420.784513056033,True,32,tabibu,doctor,0.253515625
22,680586.1378000118,6066.235100035556,False,15000.0,,True,True,inf,True,52,lango,door,0.3
23,688999.7519999743,3671.9362000003457,False,15000.0,,True,True,inf,True,22,kazi,work,0.3
24,695012.9063000204,1112.4552000546828,True,6386.312829145023,door,False,True,2527.1564145725115,True,52,lango,door,0.3
25,699077.2290000459,809.4997999724001,True,5931.774804541513,work,False,True,2299.8874022707564,True,22,kazi,work,0.3
26,703958.9549000375,1410.074200015515,True,5972.302974711273,dog,False,True,2486.6514873556366,True,73,mbwa,dog,0.250390625
27,708139.8147,1279.602500027977,True,7601.430749024831,scissors,False,True,2468.7153745124156,True,45,chanjo,scissors,0.398828125
28,715370.3536000103,1567.88820005022,True,7159.033421233144,secret,False,True,2580.516710616572,True,26,siri,secret,0.250390625
29,720701.6629000427,8855.9060000116,False,15000.0,,True,True,inf,True,69,maumiva,pain,0.3
30,731895.0270999921,6265.235000057146,False,15000.0,,True,True,inf,True,7,jiwe,stone,0.3
31,740507.6379000675,2697.878699982539,False,6830.564869864669,work,False,True,2749.2824349323346,True,69,maumiva,pain,0.3
32,747205.863500014,862.2581000672653,True,6799.5027587731665,stone,False,True,2567.2513793865833,True,7,jiwe,stone,0.3
33,751286.5950000705,5110.264999908395,False,6200.177044273213,doctor,False,True,2434.0885221366066,True,52,lango,door,0.349609375
34,759633.4698999999,1946.3575000409037,False,6341.037068457307,scissor,False,True,2504.5185342286536,True,22,kazi,work,0.349609375
35,765097.149600042,1611.7881999816746,False,7447.252503789967,scissor,False,True,2391.6262518949834,True,45,chanjo,scissors,0.44843749999999993
36,770377.5406000204,2612.986800028011,False,5908.9526648426545,door,False,True,2454.9763324213272,True,40,kitanda,bed,0.303125
37,775908.472900046,5449.62900003884,False,15000.0,,True,True,inf,True,46,kofia,hat,0.3
38,783703.6204000469,3157.001500017941,False,15000.0,,True,True,inf,True,71,maziwa,milk,0.3
39,789201.9464999903,1368.4709999943152,True,5945.31840454242,hat,False,True,2473.15920227121,True,46,kofia,hat,0.3
40,793400.6164000602,778.7601000163704,True,5885.858844162206,milk,False,True,2276.929422081103,True,71,maziwa,milk,0.3
41,797265.6417000107,1740.415700012818,True,7555.978284850239,scissors,False,True,2445.9891424251196,True,45,chanjo,scissors,0.43085937499999993

