trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,247264.55500000156,2902.0234998315573,True,15000,alarm,True,True,inf,False,53,wakati,alarm,0.3
2,255735.03659991547,928.6625999957323,True,15000,alarm,False,True,2198.333146786805,False,53,wakati,alarm,0.3
3,260387.80339993536,2021.653400035575,True,15000,thanks,True,True,inf,False,23,shukuru,thanks,0.3
4,268583.72160000727,1438.3035998325795,True,15000,thanks,False,True,2179.6599352169537,False,23,shukuru,thanks,0.3
5,273789.6580998786,2887.6740001142025,True,15000,bike,True,True,inf,False,30,baskeli,bike,0.3
6,279785.7240999583,1307.9576999880373,True,15000,door,True,True,inf,False,52,lango,door,0.3
7,284492.8794999141,1309.5150000881404,True,15000,bike,False,True,2336.359039097839,False,30,baskeli,bike,0.3
8,289067.6839998923,852.9848998878151,True,15000,door,False,True,2251.155607318319,False,52,lango,door,0.3
9,293153.74609990977,2069.381499895826,True,15000,box,True,True,inf,False,14,saduku,box,0.3
10,299232.04499995336,1949.4755000341684,True,15000,church,True,True,inf,False,13,kanisa,church,0.3
11,305317.7740999963,1493.56809980236,True,15000,box,False,True,2416.0368346162804,False,14,saduku,box,0.3
12,310170.6232998986,1021.449499996379,True,15000,church,False,True,2349.6903854874154,False,13,kanisa,church,0.3
13,314923.12189983204,1253.6857000086457,True,15000,alarm,False,True,2501.71867459925,False,53,wakati,alarm,0.250390625
14,319566.64669979364,3491.4530001115054,True,15000,thanks,False,True,2399.7057141025793,False,23,shukuru,thanks,0.349609375
15,326338.7738999445,1661.5609999280423,True,15000,chicken,True,True,inf,False,49,kuku,chicken,0.3
16,332344.17749987915,1078.540900023654,True,15000,bike,False,True,2341.5205293588033,False,30,baskeli,bike,0.250390625
17,336316.2121998612,2541.6540999431163,True,15000,chicken,False,True,2293.9107518737887,False,49,kuku,chicken,0.3
18,342848.52539980784,1068.409000057727,True,15000,door,False,True,2427.5317551335243,False,52,lango,door,0.250390625
19,346932.8086997848,1676.466500153765,True,15000,boy,True,True,inf,False,31,kijana,boy,0.3
20,351896.66169998236,2392.3571999184787,True,15000,letter,True,True,inf,False,24,barua,letter,0.3
21,360192.95589998364,1019.6746999863535,True,15000,boy,False,True,2471.5233496946507,False,31,kijana,boy,0.3
22,364065.3344998136,1321.1521001067013,True,15000,letter,False,True,2416.279203034363,False,24,barua,letter,0.3
23,369101.3763998635,4428.74539992772,True,15000,box,False,True,2528.448314142757,False,14,saduku,box,0.349609375
24,376673.8727998454,1309.1396000236273,True,15000,church,False,True,2565.751711547314,False,13,kanisa,church,0.250390625
25,381451.62499998696,1193.494400009513,True,15000,thanks,False,True,2605.169338743276,False,23,shukuru,thanks,0.30000000000000004
26,386036.7915998213,1326.581500004977,True,15000,chicken,False,True,2370.2013230329367,False,49,kuku,chicken,0.250390625
27,390808.1499999389,1823.6994999460876,True,15000,sea,True,True,inf,False,21,bahari,sea,0.3
28,396444.11879987456,1697.8486001025885,True,15000,scissors,True,True,inf,False,45,chanjo,scissors,0.3
29,404096.6976999771,5345.730599947274,True,15000,sea,False,True,2472.917591530794,False,21,bahari,sea,0.3
30,413491.3718998432,3457.6395000331104,False,15000,scissor,False,True,2641.5116490657406,False,45,chanjo,scissors,0.3
31,421927.5647997856,2162.2078001964837,True,15000,box,False,True,2517.113483276908,False,14,saduku,box,0.3125
32,427067.0038999524,1161.2273999489844,True,15000,boy,False,True,2556.6117745380966,False,31,kijana,boy,0.250390625
33,431054.67389989644,2868.858099915087,True,15000,letter,False,True,2563.394655206566,False,24,barua,letter,0.324609375
34,437920.12459994294,2348.443599883467,True,15000,party,True,True,inf,False,19,karamu,party,0.3
35,445200.7102998905,1683.4867000579834,True,15000,fish,True,True,inf,False,17,samaki,fish,0.3
36,450483.358199941,4105.316800065339,True,15000,party,False,True,2436.635453988831,False,19,karamu,party,0.3
37,458290.67029990256,1385.1415999233723,True,15000,fish,False,True,2463.1243983000813,False,17,samaki,fish,0.3
38,462694.4459998049,4149.9774002004415,True,15000,sea,False,True,2464.7931651868344,False,21,bahari,sea,0.349609375
39,469729.60500000045,2178.207599790767,True,15000,scissors,False,True,2428.163158249324,False,45,chanjo,scissors,0.275390625
40,476614.27559982985,1430.3044001571834,True,15000,storm,True,True,inf,False,57,dhoruba,storm,0.3
41,482636.72059983946,1508.8413001503795,True,15000,rope,True,True,inf,False,10,kamba,rope,0.3
42,487712.3021997977,787.7596002072096,True,15000,storm,False,True,2358.60834250892,False,57,dhoruba,storm,0.3
43,492038.4737998247,11688.872399972752,False,15000,period,False,True,2258.6762349980354,False,10,kamba,rope,0.3
44,507710.85269981995,15032.06260013394,False,15000,,False,False,2451.6296242415524,False,19,karamu,party,0.349609375
45,525097.8767999914,1201.1221998836845,True,15000,sea,False,True,2602.8523331875467,False,21,bahari,sea,0.34921875
46,529396.7344998382,1254.9904000479728,False,15000,box,False,True,2601.6469814815096,False,17,samaki,fish,0.349609375
47,533837.7130997833,2013.8631002046168,True,15000,letter,False,True,2675.8138761602936,False,24,barua,letter,0.275
48,539120.2490997966,1873.3847001567483,True,15000,storm,False,True,2386.4568416456,False,57,dhoruba,storm,0.250390625

trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,548540.3305999935,1533.2192999776453,True,15000.0,voice,True,True,inf,True,20,sauti,voice,0.3
2,555196.5082997922,1272.1161001827568,True,5796.811106884438,voice,False,True,2065.905553442219,True,20,sauti,voice,0.3
3,560060.4937998578,1204.3741000816226,True,15000.0,friend,True,True,inf,True,5,rafiki,friend,0.3
4,564995.3250999097,883.9795000385493,True,5826.581016510936,friend,False,True,1914.290508255468,True,5,rafiki,friend,0.3
5,569456.819999963,1474.8290998395532,True,15000.0,holidays,True,True,inf,True,55,likizo,holidays,0.3
6,576056.6325997934,inf,True,15000.0,garden,True,True,inf,True,36,bustani,garden,0.3
7,586783.088499913,1029.6863000839949,True,7969.887143663986,holidays,False,True,2652.943571831993,True,55,likizo,holidays,0.3
8,592487.779899966,1145.80939989537,True,7229.592717113409,garden,False,True,2615.7963585567045,True,36,bustani,garden,0.3
9,601278.3100998495,1817.278099944815,True,6358.292343597094,voice,False,True,2346.646171798547,True,20,sauti,voice,0.250390625
10,606550.6672000047,1380.6046999525279,True,15000.0,sky,True,True,inf,True,12,anga,sky,0.3
11,611382.9198998865,3402.3613000754267,False,6752.351025401606,holidays,False,True,2377.175512700803,True,5,rafiki,friend,0.349609375
12,618662.9821998067,3838.3627000730485,False,5825.668066964952,voice,False,True,2413.334033482476,True,12,anga,sky,0.3
13,625396.6624999885,1769.9670000001788,True,15000.0,pain,True,True,inf,True,69,maumiva,pain,0.3
14,633235.0552999415,1495.8867998793721,True,15000.0,hat,True,True,inf,True,46,kofia,hat,0.3
15,639550.5419999827,2223.8135000225157,True,6360.8670542914,pain,False,True,2514.4335271457,True,69,maumiva,pain,0.3
16,644916.561699938,1434.8629000596702,True,5779.995027503702,hat,False,True,2390.497513751851,True,46,kofia,hat,0.3
17,649528.4032998607,3629.7081999946386,True,7663.455483869879,holidays,False,True,2499.7277419349393,True,55,likizo,holidays,0.349609375
18,656987.8949997947,1249.106400180608,True,7038.8224584243835,garden,False,True,2520.4112292121918,True,36,bustani,garden,0.250390625
