trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,321344.47150002234,6235.70479999762,False,15000,,True,True,inf,False,28,kichwa,head,0.3
2,329905.1497000037,915.0569000048563,True,15000,head,False,True,2204.3749124704686,False,28,kichwa,head,0.3
3,333874.3139000144,2377.7335000340827,False,15000,,True,True,inf,False,3,adui,enemy,0.3
4,338577.8435000102,1026.2021000380628,True,15000,enemy,False,True,1891.208772502167,False,3,adui,enemy,0.3
5,344220.5632000114,6967.575600021519,False,15000,,True,True,inf,False,1,jicho,eye,0.3
6,353511.1918000039,4516.861300042365,False,15000,,True,True,inf,False,63,maji,ice,0.3
7,360353.0624000123,2123.126999998931,True,15000,eye,False,True,2603.087804776345,False,1,jicho,eye,0.3
8,367959.33640003204,860.6855999678373,True,15000,ice,False,True,2528.1458929121804,False,63,maji,ice,0.3
9,371480.4884000332,3395.59690002352,False,15000,,True,True,inf,False,26,siri,secret,0.3
10,377201.4127000002,1754.5608000364155,True,15000,head,False,True,2346.348773104038,False,28,kichwa,head,0.250390625
11,381722.63100004056,1225.3875999595039,True,15000,secret,False,True,2309.6352758434505,False,26,siri,secret,0.3
12,386371.64370005485,5748.820899985731,True,15000,enemy,False,True,2403.0437453117834,False,3,adui,enemy,0.349609375
13,396728.71680004755,10195.267400005832,False,15000,,True,True,inf,False,25,keja,house,0.3
14,409249.910500017,3834.1004999820143,False,15000,,True,True,inf,False,4,jioni,evening,0.3
15,415407.6016000472,2452.326499973424,True,15000,house,False,True,2706.607595769594,False,25,keja,house,0.3
16,421474.1059000371,2149.7112999786623,True,15000,evening,False,True,2419.171404127705,False,4,jioni,evening,0.3
17,426946.96250004927,4149.698399996851,False,15000,evening,False,True,2543.1839441195393,False,1,jicho,eye,0.349609375
18,437813.17390000913,1549.6755000203848,True,15000,ice,False,True,2582.5759470787616,False,63,maji,ice,0.250390625
19,442038.2723000366,1181.605399993714,True,15000,enemy,False,True,2562.952046915607,False,3,adui,enemy,0.30000000000000004
20,447802.0048000035,977.8798000188544,True,15000,secret,False,True,2566.169576715094,False,26,siri,secret,0.250390625
21,452759.21960000414,12780.675300047733,False,15000,,True,True,inf,False,68,elimu,science,0.3
22,467868.04640002083,inf,True,15000,eye,False,True,2368.1947752938113,False,1,jicho,eye,0.39921874999999996
23,478322.71700003184,2617.1142000239342,True,15000,science,False,True,2944.149954353026,False,68,elimu,science,0.3
24,484080.5764000397,inf,True,15000,house,False,True,2558.416516807702,False,25,keja,house,0.349609375
25,492607.5065000332,inf,False,15000,eveneing,False,True,2606.745661202047,False,4,jioni,evening,0.349609375
26,500037.78400004376,inf,True,15000,eye,False,True,2337.325961254439,False,1,jicho,eye,0.412109375
27,508413.60190004343,3190.215599955991,False,15000,,True,True,inf,False,72,fasihi,book,0.3
28,513928.6014000536,4115.209499956109,False,15000,,True,True,inf,False,13,kanisa,church,0.3
29,520372.2104000044,2383.567800046876,True,15000,book,False,True,2405.2525131458483,False,72,fasihi,book,0.3
30,525679.7668000218,1092.0139999943785,True,15000,church,False,True,2394.2295425079687,False,13,kanisa,church,0.3
31,531504.3894000119,2323.3494000160135,True,15000,house,False,True,2450.0365617850866,False,25,keja,house,0.3375
32,537037.8100000089,3117.9347000434063,True,15000,evening,False,True,2437.1121345198812,False,4,jioni,evening,0.39531249999999996
33,543449.4782000547,1042.274399951566,True,15000,science,False,True,2516.602471340467,False,68,elimu,science,0.250390625
34,549691.9674000237,4455.763600009959,True,15000,eye,False,True,2397.85639847242,False,1,jicho,eye,0.46171874999999996
35,557691.842900007,4943.897699995432,False,15000,,True,True,inf,False,71,maziwa,milk,0.3
36,564963.9415999991,5399.790600000415,False,15000,,True,True,inf,False,67,maslahi,interest,0.3
37,572691.7494000518,1016.1233999533579,True,15000,milk,False,True,2553.339167083356,False,71,maziwa,milk,0.3
38,576824.8850000091,4149.453999998514,False,15000,intrest,False,True,2400.079666689219,False,67,maslahi,interest,0.3
39,585309.9964000285,1157.810500008054,True,15000,eye,False,True,2562.289171670138,False,1,jicho,eye,0.461328125
40,590339.8068000097,2083.1741000292823,True,15000,evening,False,True,2626.42642806902,False,4,jioni,evening,0.394921875
41,595667.2709000413,1320.4421999980696,True,15000,book,False,True,2650.7450673765793,False,72,fasihi,book,0.250390625
42,599945.7062000292,1949.8845000052825,True,15000,church,False,True,2641.791953125342,False,13,kanisa,church,0.250390625
43,606564.3507000059,9679.368000011891,False,15000,,True,True,inf,False,31,kijana,boy,0.3

