trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,139960.3366,4007.5352999999595,True,15000.0,sky,True,True,inf,True,12,anga,sky,0.3
2,149315.26880000002,1495.16009999995,True,5510.489681822813,sky,False,True,2255.7448409114063,True,12,anga,sky,0.3
3,154493.30049999998,7191.633500000025,True,15000.0,lemon,True,True,inf,True,58,limau,lemon,0.3
4,165637.1532,1006.5442000000039,True,6387.3095888551,lemon,False,True,2361.15479442755,True,58,limau,lemon,0.3
5,171965.92019999996,16105.60420000003,True,15000.0,honor,True,True,inf,True,0,adhama,honor,0.3
6,193873.699,7785.426599999977,True,15000.0,friend,True,True,inf,True,5,rafiki,friend,0.3
7,208137.8307,1241.713000000018,True,8133.693519194135,honor,False,True,3234.3467595970674,True,0,adhama,honor,0.3
8,212907.1899,1752.4078000000154,True,7438.447680806637,friend,False,True,2720.2238404033187,True,5,rafiki,friend,0.3
9,218527.7286,2640.445799999987,True,6215.3982421260525,sky,False,True,2608.1991210630263,True,12,anga,sky,0.302734375
10,224698.2695,1344.6094000000157,True,6625.2548878056305,lemon,False,True,2480.1274439028152,True,58,limau,lemon,0.250390625
11,232171.06029999995,5775.227900000027,True,15000.0,book,True,True,inf,True,72,fasihi,book,0.3
12,241584.1987,6270.474599999987,True,15000.0,thanks,True,True,inf,True,23,shukuru,thanks,0.3
13,252392.6679,5692.704400000017,True,6861.180244987728,book,False,True,2764.590122493864,True,72,fasihi,book,0.3
14,261250.1114,2262.433799999999,True,7486.146661043551,thanks,False,True,2744.0733305217755,True,23,shukuru,thanks,0.3
15,267915.7038,1492.3753999999608,True,6601.649266656714,honor,False,True,2468.324633328357,True,0,adhama,honor,0.250390625
16,272951.64540000004,1330.7100999999675,True,6933.844954781246,friend,False,True,2467.922477390623,True,5,rafiki,friend,0.250390625
17,278173.53959999996,3572.9259999999776,True,15000.0,scissors,True,True,inf,True,45,chanjo,scissors,0.3
18,291575.4487,1605.1596999999601,True,15000.0,cloud,True,True,inf,True,59,wingu,cloud,0.3
19,303453.7008,2345.4591000000364,True,8534.647205007313,scissors,False,True,2935.323602503657,True,45,chanjo,scissors,0.3
20,309925.8889,5010.541999999958,False,7052.66706295367,sky,False,True,2693.833531476835,True,59,wingu,cloud,0.3
21,318015.04110000003,3802.118499999924,True,6382.268764482738,book,False,True,2525.134382241369,True,72,fasihi,book,0.349609375
22,325117.74689999997,7070.522100000002,False,7013.537719014531,,False,False,2507.7688595072655,True,23,shukuru,thanks,0.349609375
23,334657.80439999996,2620.2172000000137,False,6043.984305367362,honor,False,True,2522.492152683681,True,12,anga,sky,0.3046875
24,340703.69019999995,3496.4010000000126,True,15000.0,horse,True,True,inf,True,70,farasi,horse,0.3
25,351254.5806,2953.4727999999886,True,15000.0,beer,True,True,inf,True,2,pombe,beer,0.3
26,359651.8798,2352.3723999999347,True,7098.929499921003,horse,False,True,2716.9647499605016,True,70,farasi,horse,0.3
27,365597.1736,978.728700000036,True,6378.500014281308,beer,False,True,2523.250007140654,True,2,pombe,beer,0.3
28,370175.68509999994,3890.9494000000996,True,7728.819827436189,scissors,False,True,2532.4099137180947,True,45,chanjo,scissors,0.349609375
29,378322.94129999995,1987.063700000057,False,6493.385832104074,horse,False,True,2580.692916052037,True,72,fasihi,book,0.39921874999999996
30,383921.885,2020.6455000000424,True,6887.568795784722,cloud,False,True,2611.284397892361,True,59,wingu,cloud,0.250390625
31,389387.09079999995,7270.207900000038,False,7232.581816156621,,False,False,2617.2909080783106,True,23,shukuru,thanks,0.39921874999999996
32,399076.0622,1969.0848000000115,True,15000.0,sea,True,True,inf,True,21,bahari,sea,0.3
33,404898.2235,2669.3223,False,5940.7141362722805,horse,False,True,2304.3570681361402,True,72,fasihi,book,0.42460937499999996
34,411171.2394,1580.3072000000393,False,5823.873075055814,beer,False,True,2412.436537527907,True,21,bahari,sea,0.3
35,415710.17100000003,2292.4437000000034,False,6512.5904310193055,book,False,True,2423.7952155096527,True,70,farasi,horse,0.349609375

trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
1,442046.00999999995,3729.5947999999626,True,15000,rope,True,True,inf,False,10,kamba,rope,0.3
2,450222.2202,1336.8956000000471,True,15000,rope,False,True,2178.302836836251,False,10,kamba,rope,0.3
3,454847.52859999996,6686.62420000002,True,15000,hat,True,True,inf,False,46,kofia,hat,0.3
4,464881.8004,1604.7026999999653,True,15000,hat,False,True,2297.3112959416703,False,46,kofia,hat,0.3
5,469552.09619999997,2950.0086000000592,True,15000,work,True,True,inf,False,22,kazi,work,0.3
