trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha
2,451607.5131999678,1525.5739000276662,True,6842.98968364199,evening,False,True,2255.994841820995,True,4,jioni,evening,0.3
3,457484.5630999771,3102.7618999942206,False,15000.0,,True,True,inf,True,51,chunga,pot,0.3
4,462932.16289998963,745.7188999978825,True,4924.7649671675845,pot,False,True,1962.8824835837922,True,51,chunga,pot,0.3
5,466732.5216999743,2367.537100042682,False,15000.0,,True,True,inf,True,5,rafiki,friend,0.3
6,471444.36229998246,3196.2663999875076,False,15000.0,,True,True,inf,True,32,tabibu,doctor,0.3
7,476992.73299996275,1128.6528000491671,True,6619.3964212448855,friend,False,True,2310.6982106224427,True,5,rafiki,friend,0.3
8,481822.8907000157,928.2211999525316,True,6633.252628578292,doctor,False,True,2317.626314289146,True,32,tabibu,doctor,0.3
9,487373.3674999676,5157.628100016154,False,15000.0,,True,True,inf,True,42,chama,society,0.3
10,494884.7256000154,7119.935399969108,False,15000.0,,True,True,inf,True,49,kuku,chicken,0.3
11,504346.2300999672,2386.744700022973,True,7607.883203191831,society,False,True,2638.4416015959155,True,42,chama,society,0.3
12,510526.38870000374,975.895399984438,True,7494.676735543511,chicken,False,True,2581.8383677717557,True,49,kuku,chicken,0.3
13,515391.2004000158,1527.9065999784507,True,7426.266845797923,evening,False,True,2547.6334228989617,True,4,jioni,evening,0.250390625
14,520790.27479997603,1527.5174000416882,True,6054.0000359717915,pot,False,True,2527.5000179858957,True,51,chunga,pot,0.250390625
15,525237.2077999753,1038.6129000107758,True,6695.879698661751,friend,False,True,2348.9398493308754,True,5,rafiki,friend,0.250390625
16,529750.0997000025,inf,True,6686.13845070193,doctor,False,True,2344.069225350965,True,32,tabibu,doctor,0.349609375
17,535016.1055999924,2929.5356000075117,False,15000.0,,True,True,inf,True,30,baskeli,bike,0.3
18,540295.7481999765,4784.174500033259,False,15000.0,,True,True,inf,True,71,maziwa,milk,0.3
19,547426.8699999666,1245.8890000125393,True,6189.646055390203,bike,False,True,2428.8230276951017,True,30,baskeli,bike,0.3
20,551873.0808999971,978.5815000068396,True,6101.77431485487,milk,False,True,2384.887157427435,True,71,maziwa,milk,0.3
21,556740.1925000013,2160.283699980937,True,7097.3662349044835,society,False,True,2383.1831174522417,True,42,chama,society,0.26835937500000007
22,562720.099499973,inf,True,7096.4275499601445,chicken,False,True,2382.7137749800722,True,49,kuku,chicken,0.349609375
23,568950.617399998,5123.236100014765,False,15000.0,,True,True,inf,True,28,kichwa,head,0.3
24,576446.5580999968,1744.4882999989204,True,6804.194771066646,doctor,False,True,2403.097385533323,True,32,tabibu,doctor,0.30000000000000004
25,582676.5616000048,1544.8621999821626,True,6320.263164620355,head,False,True,2494.1315823101777,True,28,kichwa,head,0.3
26,587507.6026999741,4155.049699998926,False,15000.0,,True,True,inf,True,41,tumbili,monkey,0.3
27,594005.3608000162,14905.641999968793,False,15000.0,,True,True,inf,True,62,dubu,bear,0.3
28,611264.4551999983,7473.428400000557,False,7771.288113566599,do,False,False,2886.6440567832997,True,41,tumbili,monkey,0.3
29,621509.1812000028,inf,True,7337.649747435635,bear,False,True,3002.8248737178174,True,62,dubu,bear,0.3
30,627522.3314000177,1306.5342999761924,True,6721.417727690929,bike,False,True,2694.7088638454643,True,30,baskeli,bike,0.250390625
31,632018.996800005,1461.994599958416,True,6734.25901028701,milk,False,True,2701.129505143505,True,71,maziwa,milk,0.250390625
32,637150.5344999605,1044.0709000104107,True,7725.905708767172,chicken,False,True,2697.452854383586,True,49,kuku,chicken,0.30000000000000004
33,641598.5210000072,1174.49189996114,True,6265.90863362014,head,False,True,2466.95431681007,True,28,kichwa,head,0.250390625
34,646031.4387999824,4191.869599977508,False,15000.0,,True,True,inf,True,23,shukuru,thanks,0.3
35,652578.395999968,2826.4111000462435,False,15000.0,,True,True,inf,True,50,ujuzi,knowledge,0.3
36,657757.8700999729,3276.7008999944665,True,6783.812347286838,thanks,False,True,2392.906173643419,True,23,shukuru,thanks,0.3
37,666886.5023999824,2245.081100030802,True,8040.2898438357115,knowledge,False,True,2521.6449219178558,True,50,ujuzi,knowledge,0.3
38,673333.223499998,1445.132399967406,True,6970.091998908209,monkey,False,True,2486.0459994541043,True,41,tumbili,monkey,0.250390625
39,678397.9808000149,1065.9863999462686,True,6196.15091229217,bear,False,True,2432.075456146085,True,62,dubu,bear,0.283203125
40,682628.7045999779,2774.347700004,False,15000.0,,True,True,inf,True,69,maumiva,pain,0.3
41,687760.2545999689,7024.0005000378005,False,15000.0,,True,True,inf,True,63,maji,ice,0.3
42,697139.1786999884,1569.5152999833226,True,6394.050450619491,pain,False,True,2531.0252253097456,True,69,maumiva,pain,0.3
43,701920.0909999781,1193.6917999992147,True,6028.426161063704,ice,False,True,2514.713080531852,True,63,maji,ice,0.3
44,705952.3933000164,13362.375499971677,False,15000.0,,True,True,inf,True,46,kofia,hat,0.3

